id,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
128,0.017121786,73.965854,11.5,0,0,0,0,0,16.11642,45,109.10621,9.573521,0.579518,0,0,0,0,0,0,0,0,0.944,1.00E-04,0.002,0.0051,6,6,66.3074,0,0,1,0.1064525,0.2087949
129,3.077542346,74.984,17.8,1,0,0,0,0,13.07411,31,41.037468,10.39529,43.5477,0,0,0,1,0,0,0,0,0.071,0,0.8572,0.0185,6,6,78.6499,0,1,7,0.256984,0.450547
130,3.652149546,69.74122,24.4,0,0,0,0,1,16.95974,44,101.16344,8.193721,7.49372,0,0,0,0,0,0,0,0,0.9127,4.00E-04,0.002,0,8,4,42.9071,0,0,6,0.1597665,0.3172919
131,-2.929813869,68.886098,18.5,0,0,0,0,0,18.81469,0,9.0477396,8.651821,18.2943,0,0,0,1,0,0,0,0,0.2437,0.0101,0.1014,0.002,7,3,36.1068,1,0,5,0.5170305,0.8074116
132,2.090519581,34.217,92.6,0,0,0,0,0,15.79455,0,293.30353,5.424895,2.30127,0,1,0,0,1,0,0,0,0.7941,0,0.0774,0,8,6,19.6842,0,0,6,0.3469022,0.5990279
133,1.352770215,64.851,25.4,0,0,0,0,0,12.00068,31,57.549823,7.376797,3.25634,1,0,0,0,0,0,0,1,0.9726,0,2.00E-04,1.00E-04,7,6,72.7679,0,0,2,0.0533148,0.1065344
134,0.560149213,69.017,35.6,0,0,0,0,1,16.60832,44,7.5949625,9.455876,43.3413,0,0,1,1,0,0,0,0,0.0339,0,0.9485,0.0036,6,6,72.2313,0,1,7,0.0989896,0.190594
135,6.800272352,57.202,71.2,0,1,0,0,0,15.8378,0,39.243843,6.525469,1.48857,0,0,0,0,1,0,0,0,0.0548,0,0.8779,1.00E-04,7,6,57.5961,0,0,4,0.2217727,0.4046174
136,-0.685133779,68.107317,14.4,1,0,0,0,0,11.14918,31,151.10217,9.057555,0,1,0,0,0,1,0,0,0,0.9707,0,0.0023,0,5,6,129.226,0,0,6,0.0570072,0.1132911
137,-3.468630105,37.348,155.4,1,0,0,0,0,15.27697,31,59.742948,6.23128,12.5428,0,0,0,0,1,0,0,0,0.1131,0,0.45,0,7,7,46.2159,0,0,6,0.5938268,0.9208212
138,4.272580222,75.295122,6.2,1,0,0,0,0,14.92971,32,4547.9582,9.724481,0,1,0,1,1,0,0,0,0,0.1167,2.00E-04,0.183,0.15,6,6,344.83,0,0,4,0.627782,0.7786375
139,2.354266425,70.932683,12.6,0,0,0,0,0,15.48306,31,110.17021,8.805051,0.263515,0,1,0,0,0,0,0,0,0.7269,2.00E-04,0,0,8,4,62.0863,0,0,3,0.3971419,0.7938078
140,-1.877556647,73.204878,8.8,0,0,0,0,0,14.50774,31,99.213555,9.448152,0.009543,0,0,0,0,0,0,0,0,0.8958,2.00E-04,0.024,0,8,4,169.289,0,0,2,0.1905663,0.3602652
141,-1.031423204,56.638,31.2,1,0,0,0,0,12.65025,31,11.141122,6.893602,6.97441,1,0,0,0,0,0,0,1,0.95,0,0.0014,0.0033,5,6,94.7451,0,0,1,0.0954351,0.1883878
142,3.096440677,45.375,108.2,0,0,0,0,0,15.81663,0,11.791607,6.022974,6.98427,0,0,0,0,1,0,0,0,7.00E-04,0,0.9942,0,6,6,47.5282,0,0,7,0.0115399,0.0230371
143,-0.967025895,62.062,46.9,1,0,0,0,0,17.44146,22,30.962686,8.486073,3.86949,0,0,1,0,1,0,0,0,0.7787,0.0031,0.0118,0.0018,5,7,42.9994,1,0,5,0.351613,0.6705491
144,2.320041262,76.837561,7.5,0,0,0,0,0,17.47566,37,77.821804,9.851377,0.164838,0,0,0,0,0,0,0,0,0.9616,3.00E-04,0.0044,4.00E-04,7,5,35.5214,1,0,1,0.0741969,0.146396
145,-0.554066188,69.511,18.1,1,0,0,0,0,16.66793,0,276.34688,6.676878,1.50043,1,0,1,1,0,0,0,0,0.0773,0,0.0883,0.6856,8,5,68.2439,0,0,4,0.494039,0.717006
146,-0.922085804,65.95122,26.1,1,0,0,0,0,10.61727,31,157.05385,8.886609,0,1,0,1,0,0,1,0,0,0.877,0,0,0,6,7,134.894,1,0,1,0.215742,0.431484
147,-1.377252846,71.108,18.6,1,0,0,0,0,11.83635,31,226.53279,8.497351,0,1,0,0,0,0,1,0,0,0.9854,0,0,0,5,7,156.725,0,0,1,0.0287737,0.0575474
148,-3.467932687,70.14,20.2,1,0,0,0,0,11.58529,31,275.65385,8.016466,0,1,0,1,0,0,1,0,0,0.8625,0,0.0142,0,7,7,142.643,0,0,1,0.2406892,0.463257
149,0.340357094,55.5,82.1,1,0,0,0,0,16.8186,0,10.846378,6.297596,2.43861,0,0,0,0,1,0,0,0,0.1605,0,0.6751,0,6,6,11.0874,0,0,7,0.4914524,0.7691449
150,1.182205391,67.393,40.9,0,0,0,0,0,12.91773,30,2.612,8.25374,25.4746,0,0,0,0,0,0,1,0,0.5855,0.0013,0.1619,0.0035,7,6,86.4924,0,0,4,0.5695593,0.8410617
